TaskID,ProjectID,ProjectDiscipline,Status,Description,Location,Created,Target,Actual,Delay,Priority,Overdue,RootCause,Risk,Hours,Comments,AssignedTo,TeamCapacityHours
T-1806,PRJ006,PRJ-MEP,Open,Site Preparation,North Wing,04/14/2024,04/25/2024,,3.0,Low,False,Design Revision,Medium,54.8,Delay of 3 day(s) associated with design revision,Meena Pillai,30
T-1807,PRJ013,PRJ-SITE,In Progress,Flooring Work,West Yard,06/21/2024,07/14/2024,,-7.0,Medium,False,None,Low,60.8,Completed 7 day(s) ahead of schedule,Arjun Desai,40
T-1808,PRJ035,PRJ-SITE,Closed,Structural Installation,Basement,07/28/2024,08/10/2024,08/09/2024,-1.0,Low,False,None,Medium,27.4,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1809,PRJ046,PRJ-ARC,Open,Underground Utilities,Mechanical,01/22/2024,02/02/2024,,7.0,Medium,False,Approval Delay,Medium,52.3,Delay of 7 day(s) associated with approval delay,Rajan Mehta,40
T-1810,PRJ090,PRJ-SITE,Open,Plumbing Work,Basement,12/02/2025,12/19/2025,,-7.0,High,False,None,Low,23.7,Completed 7 day(s) ahead of schedule,Asha Verma,40
T-1811,PRJ050,PRJ-MEP,Open,Electrical Installation,Mechanical,08/12/2024,09/05/2024,,-1.0,Low,False,None,Low,94.0,Completed 1 day(s) ahead of schedule,Dev Kapoor,40
T-1812,PRJ044,PRJ-ARC,Closed,Painting and Finishes,North Wing,08/10/2025,09/06/2025,09/11/2025,5.0,Low,True,Design Revision,Medium,159.0,Delay of 5 day(s) associated with design revision,Priya Nair,40
T-1813,PRJ017,PRJ-MEP,Closed,Painting and Finishes,South Facade,10/20/2025,11/09/2025,11/06/2025,-3.0,High,False,None,Medium,64.0,Completed 3 day(s) ahead of schedule,Suresh Kumar,40
T-1814,PRJ044,PRJ-STR,Open,Flooring Work,North Wing,08/07/2025,08/28/2025,,-1.0,Medium,False,None,Low,25.0,Completed 1 day(s) ahead of schedule,Meena Pillai,30
T-1815,PRJ054,PRJ-STR,Open,Underground Utilities,Mechanical,08/29/2025,09/23/2025,,7.0,Low,False,Design Revision,High,102.0,Delay of 7 day(s) associated with design revision,Arjun Desai,40
T-1816,PRJ059,PRJ-SITE,In Progress,Electrical Installation,Roof,03/14/2024,03/24/2024,,-0.0,High,False,None,Medium,53.2,Completed on schedule,Lakshmi Iyer,40
T-1817,PRJ061,PRJ-STR,In Progress,Curtain Wall Installation,North Wing,09/28/2024,10/08/2024,,5.0,High,False,Material Delay,Medium,114.0,Delay of 5 day(s) associated with material delay,Rajan Mehta,40
T-1818,PRJ043,PRJ-INT,In Progress,Curtain Wall Installation,Mechanical,06/28/2025,07/14/2025,,1.0,Medium,False,Material Delay,Medium,66.5,Delay of 1 day(s) associated with material delay,Asha Verma,40
T-1819,PRJ016,PRJ-ARC,In Progress,Flooring Work,Basement,02/24/2025,03/16/2025,,11.0,Medium,False,Weather Delay,Medium,56.0,Delay of 11 day(s) associated with weather delay,Dev Kapoor,40
T-1820,PRJ016,PRJ-MEP,On Hold,Structural Installation,North Wing,01/05/2024,01/26/2024,,4.0,Medium,False,Weather Delay,Medium,69.7,Delay of 4 day(s) associated with weather delay,Priya Nair,40
T-1821,PRJ016,PRJ-MEP,In Progress,Underground Utilities,South Facade,02/18/2025,02/25/2025,,7.0,Low,False,Weather Delay,High,97.7,Delay of 7 day(s) associated with weather delay,Suresh Kumar,40
T-1822,PRJ062,PRJ-SITE,Closed,Curtain Wall Installation,Lobby,08/10/2025,09/03/2025,08/28/2025,-6.0,Medium,False,None,Medium,68.2,Completed 6 day(s) ahead of schedule,Meena Pillai,30
T-1823,PRJ086,PRJ-ARC,Open,Plumbing Work,Basement,08/27/2025,09/09/2025,,-2.0,Medium,False,None,Medium,60.1,Completed 2 day(s) ahead of schedule,Arjun Desai,40
T-1824,PRJ089,PRJ-SITE,On Hold,Plumbing Work,Roof,10/07/2024,11/03/2024,,7.0,Medium,False,Site Constraint,Medium,69.0,Delay of 7 day(s) associated with site constraint,Lakshmi Iyer,40
T-1825,PRJ032,PRJ-ARC,On Hold,Underground Utilities,North Wing,06/21/2024,07/14/2024,,-3.0,High,False,None,Medium,36.8,Completed 3 day(s) ahead of schedule,Rajan Mehta,40
T-1826,PRJ008,PRJ-SITE,Closed,HVAC Installation,Roof,08/13/2024,09/12/2024,09/05/2024,-7.0,Low,False,None,Low,86.9,Completed 7 day(s) ahead of schedule,Asha Verma,40
T-1827,PRJ064,PRJ-ARC,In Progress,HVAC Installation,West Yard,08/04/2024,08/24/2024,,-1.0,Medium,False,None,Medium,21.4,Completed 1 day(s) ahead of schedule,Dev Kapoor,40
T-1828,PRJ004,PRJ-MEP,Open,HVAC Installation,Lobby,09/10/2024,09/27/2024,,5.0,Low,False,Labor Shortage,Medium,61.7,Delay of 5 day(s) associated with labor shortage,Priya Nair,40
T-1829,PRJ063,PRJ-SITE,Closed,HVAC Installation,Lobby,08/08/2024,08/16/2024,08/19/2024,3.0,High,True,Site Constraint,High,97.8,Delay of 3 day(s) associated with site constraint,Suresh Kumar,40
T-1830,PRJ039,PRJ-SITE,Closed,Plumbing Work,Grid A5,11/29/2024,12/13/2024,12/12/2024,-1.0,Medium,False,None,Medium,84.1,Completed 1 day(s) ahead of schedule,Meena Pillai,30
T-1831,PRJ084,PRJ-STR,Open,Structural Installation,Grid A5,01/30/2024,02/26/2024,,-5.0,Medium,False,None,Medium,92.7,Completed 5 day(s) ahead of schedule,Arjun Desai,40
T-1832,PRJ063,PRJ-SITE,In Progress,Structural Installation,North Wing,07/19/2024,08/01/2024,,6.0,Medium,False,Site Constraint,High,73.0,Delay of 6 day(s) associated with site constraint,Lakshmi Iyer,40
T-1833,PRJ074,PRJ-ARC,In Progress,Electrical Installation,Roof,08/17/2024,08/21/2024,,5.0,Medium,False,Equipment Failure,Medium,110.1,Delay of 5 day(s) associated with equipment failure,Rajan Mehta,40
T-1834,PRJ041,PRJ-SITE,Closed,HVAC Installation,Lobby,04/21/2024,04/30/2024,04/23/2024,-7.0,Medium,False,None,Low,102.7,Completed 7 day(s) ahead of schedule,Asha Verma,40
T-1835,PRJ085,PRJ-ARC,Closed,Concrete Work,West Yard,10/02/2025,10/21/2025,10/23/2025,2.0,Medium,True,Approval Delay,Low,88.4,Delay of 2 day(s) associated with approval delay,Dev Kapoor,40
T-1836,PRJ053,PRJ-SITE,Closed,Plumbing Work,Grid A5,05/08/2025,05/28/2025,05/29/2025,1.0,Medium,True,Crane Breakdown,Low,102.8,Delay of 1 day(s) associated with crane breakdown,Priya Nair,40
T-1837,PRJ063,PRJ-INT,Closed,Plumbing Work,South Facade,10/27/2025,11/26/2025,11/27/2025,1.0,High,True,Site Constraint,Low,97.5,Delay of 1 day(s) associated with site constraint,Suresh Kumar,40
T-1838,PRJ037,PRJ-STR,In Progress,Underground Utilities,Roof,02/13/2025,03/14/2025,,2.0,High,False,Material Delay,Medium,61.8,Delay of 2 day(s) associated with material delay,Meena Pillai,30
T-1839,PRJ045,PRJ-STR,In Progress,Underground Utilities,Roof,03/21/2024,04/07/2024,,1.0,Medium,False,Equipment Failure,Medium,34.7,Delay of 1 day(s) associated with equipment failure,Arjun Desai,40
T-1840,PRJ085,PRJ-INT,Open,Underground Utilities,Basement,10/22/2025,11/09/2025,,3.0,Medium,False,Design Revision,Medium,87.6,Delay of 3 day(s) associated with design revision,Lakshmi Iyer,40
T-1841,PRJ040,PRJ-INT,Closed,Painting and Finishes,Mechanical,11/30/2024,12/25/2024,12/27/2024,2.0,Low,True,Crane Breakdown,Low,91.4,Delay of 2 day(s) associated with crane breakdown,Rajan Mehta,40
T-1842,PRJ003,PRJ-MEP,In Progress,Electrical Installation,Basement,05/14/2025,05/18/2025,,-4.0,High,False,None,Medium,107.7,Completed 4 day(s) ahead of schedule,Asha Verma,40
T-1843,PRJ038,PRJ-STR,In Progress,Concrete Work,Roof,10/05/2024,10/24/2024,,-7.0,Medium,False,None,Low,46.9,Completed 7 day(s) ahead of schedule,Dev Kapoor,40
T-1844,PRJ040,PRJ-STR,Open,HVAC Installation,Mechanical,12/26/2024,01/11/2025,,-0.0,Medium,False,None,High,47.8,Completed on schedule,Priya Nair,40
T-1845,PRJ042,PRJ-MEP,Open,Structural Installation,Mechanical,12/23/2024,01/16/2025,,-1.0,Low,False,None,Low,88.8,Completed 1 day(s) ahead of schedule,Suresh Kumar,40
T-1846,PRJ008,PRJ-ARC,In Progress,Electrical Installation,Grid A5,07/26/2024,08/20/2024,,2.0,High,False,Site Constraint,Medium,72.9,Delay of 2 day(s) associated with site constraint,Meena Pillai,30
T-1847,PRJ013,PRJ-STR,Open,Curtain Wall Installation,Basement,02/08/2025,03/01/2025,,-4.0,Medium,False,None,Low,18.4,Completed 4 day(s) ahead of schedule,Arjun Desai,40
T-1848,PRJ033,PRJ-MEP,Open,Plumbing Work,Lobby,06/19/2025,07/10/2025,,4.0,Medium,False,Material Delay,Medium,86.3,Delay of 4 day(s) associated with material delay,Lakshmi Iyer,40
T-1849,PRJ043,PRJ-ARC,Closed,Concrete Work,Mechanical,01/15/2024,02/06/2024,02/07/2024,1.0,Low,True,Design Revision,Medium,19.4,Delay of 1 day(s) associated with design revision,Rajan Mehta,40
T-1850,PRJ003,PRJ-ARC,In Progress,Site Preparation,South Facade,04/05/2024,04/24/2024,,-4.0,High,False,None,Medium,46.6,Completed 4 day(s) ahead of schedule,Asha Verma,40
T-1851,PRJ039,PRJ-STR,In Progress,Curtain Wall Installation,Lobby,09/06/2025,09/15/2025,,2.0,Low,False,Equipment Failure,Low,115.6,Delay of 2 day(s) associated with equipment failure,Dev Kapoor,40
T-1852,PRJ033,PRJ-ARC,In Progress,Site Preparation,Roof,02/19/2025,03/01/2025,,5.0,Low,False,Crane Breakdown,High,129.7,Delay of 5 day(s) associated with crane breakdown,Priya Nair,40
T-1853,PRJ004,PRJ-STR,Closed,Painting and Finishes,North Wing,12/11/2025,01/03/2026,12/31/2025,-3.0,High,False,None,Medium,38.5,Completed 3 day(s) ahead of schedule,Suresh Kumar,40
T-1854,PRJ026,PRJ-INT,In Progress,Curtain Wall Installation,Lobby,03/17/2025,04/06/2025,,1.0,High,False,Material Delay,Medium,65.1,Delay of 1 day(s) associated with material delay,Meena Pillai,30
T-1855,PRJ028,PRJ-INT,Closed,HVAC Installation,Lobby,04/21/2025,04/30/2025,04/23/2025,-7.0,Low,False,None,High,76.3,Completed 7 day(s) ahead of schedule,Arjun Desai,40
T-1856,PRJ015,PRJ-SITE,On Hold,Site Preparation,Grid A5,10/18/2025,11/14/2025,,17.0,Medium,False,Equipment Failure,High,128.4,Delay of 17 day(s) associated with equipment failure,Lakshmi Iyer,40
T-1857,PRJ076,PRJ-STR,Closed,Flooring Work,Basement,04/27/2025,05/27/2025,05/25/2025,-2.0,Medium,False,None,Low,60.2,Completed 2 day(s) ahead of schedule,Rajan Mehta,40
T-1858,PRJ008,PRJ-ARC,In Progress,Curtain Wall Installation,South Facade,08/28/2024,09/17/2024,,-5.0,High,False,None,Low,60.7,Completed 5 day(s) ahead of schedule,Asha Verma,40
T-1859,PRJ058,PRJ-SITE,Closed,Painting and Finishes,North Wing,01/20/2025,01/29/2025,02/04/2025,6.0,Medium,True,Equipment Failure,Low,121.5,Delay of 6 day(s) associated with equipment failure,Dev Kapoor,40
T-1860,PRJ067,PRJ-SITE,In Progress,Plumbing Work,Lobby,06/20/2024,07/19/2024,,-3.0,Medium,False,None,Low,63.8,Completed 3 day(s) ahead of schedule,Priya Nair,40
T-1861,PRJ081,PRJ-INT,In Progress,Flooring Work,Lobby,09/01/2024,09/10/2024,,3.0,Medium,False,Material Delay,Medium,96.7,Delay of 3 day(s) associated with material delay,Suresh Kumar,40
T-1862,PRJ055,PRJ-STR,In Progress,Concrete Work,West Yard,05/11/2025,05/26/2025,,1.0,Medium,False,Weather Delay,High,30.7,Delay of 1 day(s) associated with weather delay,Meena Pillai,30
T-1863,PRJ055,PRJ-INT,In Progress,Underground Utilities,Lobby,04/18/2024,05/15/2024,,9.0,High,False,Approval Delay,High,69.9,Delay of 9 day(s) associated with approval delay,Arjun Desai,40
T-1864,PRJ077,PRJ-ARC,Open,Painting and Finishes,West Yard,05/05/2025,05/22/2025,,-2.0,Medium,False,None,Medium,25.2,Completed 2 day(s) ahead of schedule,Lakshmi Iyer,40
T-1865,PRJ086,PRJ-STR,In Progress,Curtain Wall Installation,Basement,03/02/2025,03/11/2025,,1.0,Low,False,Design Revision,Medium,43.3,Delay of 1 day(s) associated with design revision,Rajan Mehta,40
T-1866,PRJ022,PRJ-ARC,Open,Flooring Work,Mechanical,08/13/2024,08/18/2024,,8.0,High,False,Crane Breakdown,High,100.2,Delay of 8 day(s) associated with crane breakdown,Asha Verma,40
T-1867,PRJ080,PRJ-INT,In Progress,HVAC Installation,West Yard,02/02/2024,02/15/2024,,5.0,High,False,Design Revision,High,73.5,Delay of 5 day(s) associated with design revision,Dev Kapoor,40
T-1868,PRJ047,PRJ-ARC,In Progress,Structural Installation,Basement,05/29/2025,06/19/2025,,-3.0,High,False,None,Low,65.4,Completed 3 day(s) ahead of schedule,Priya Nair,40
T-1869,PRJ010,PRJ-ARC,On Hold,Concrete Work,Basement,08/24/2025,09/16/2025,,7.0,Low,False,Approval Delay,Medium,52.5,Delay of 7 day(s) associated with approval delay,Suresh Kumar,40
T-1870,PRJ062,PRJ-MEP,Open,Electrical Installation,Grid A5,06/16/2025,06/25/2025,,12.0,Low,False,Material Delay,High,68.4,Delay of 12 day(s) associated with material delay,Meena Pillai,30
T-1871,PRJ098,PRJ-ARC,Closed,Curtain Wall Installation,Grid A5,11/03/2024,11/10/2024,11/09/2024,-1.0,Medium,False,None,Low,84.0,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1872,PRJ015,PRJ-SITE,In Progress,Electrical Installation,Basement,04/22/2025,05/14/2025,,4.0,Low,False,Crane Breakdown,Medium,104.5,Delay of 4 day(s) associated with crane breakdown,Lakshmi Iyer,40
T-1873,PRJ002,PRJ-INT,Open,Plumbing Work,Basement,10/29/2024,11/05/2024,,0.0,High,False,None,High,15.0,Completed on schedule,Rajan Mehta,40
T-1874,PRJ092,PRJ-MEP,Open,Structural Installation,Mechanical,09/18/2024,09/22/2024,,6.0,Medium,False,Design Revision,High,50.0,Delay of 6 day(s) associated with design revision,Asha Verma,40
T-1875,PRJ060,PRJ-ARC,Open,Underground Utilities,West Yard,08/26/2024,09/11/2024,,2.0,Medium,False,Crane Breakdown,High,79.8,Delay of 2 day(s) associated with crane breakdown,Dev Kapoor,40
T-1876,PRJ022,PRJ-SITE,Open,HVAC Installation,West Yard,06/02/2024,06/20/2024,,-2.0,High,False,None,Medium,72.0,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1877,PRJ080,PRJ-MEP,In Progress,Structural Installation,North Wing,12/08/2025,12/17/2025,,-6.0,Medium,False,None,Low,87.1,Completed 6 day(s) ahead of schedule,Suresh Kumar,40
T-1878,PRJ040,PRJ-INT,In Progress,Structural Installation,Roof,05/01/2025,05/09/2025,,-5.0,Medium,False,None,Low,83.0,Completed 5 day(s) ahead of schedule,Meena Pillai,30
T-1879,PRJ034,PRJ-SITE,In Progress,Underground Utilities,Mechanical,05/07/2024,05/16/2024,,-1.0,Medium,False,None,Medium,65.9,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1880,PRJ029,PRJ-SITE,Open,Electrical Installation,Basement,09/23/2025,10/05/2025,,-1.0,Medium,False,None,Medium,59.2,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1881,PRJ060,PRJ-MEP,Open,Electrical Installation,Grid A5,04/20/2024,04/23/2024,,6.0,Medium,False,Approval Delay,Medium,67.6,Delay of 6 day(s) associated with approval delay,Rajan Mehta,40
T-1882,PRJ014,PRJ-STR,Open,Plumbing Work,Grid A5,03/09/2025,03/12/2025,,4.0,Medium,False,Material Delay,Medium,109.5,Delay of 4 day(s) associated with material delay,Asha Verma,40
T-1883,PRJ037,PRJ-INT,In Progress,Underground Utilities,Basement,04/30/2024,05/13/2024,,-3.0,High,False,None,Medium,53.0,Completed 3 day(s) ahead of schedule,Dev Kapoor,40
T-1884,PRJ031,PRJ-MEP,In Progress,Electrical Installation,Lobby,09/20/2024,09/23/2024,,-1.0,Medium,False,None,Medium,73.1,Completed 1 day(s) ahead of schedule,Priya Nair,40
T-1885,PRJ007,PRJ-ARC,In Progress,Concrete Work,Basement,04/25/2025,05/06/2025,,4.0,Low,False,Crane Breakdown,Low,80.5,Delay of 4 day(s) associated with crane breakdown,Suresh Kumar,40
T-1886,PRJ077,PRJ-ARC,Open,Flooring Work,Mechanical,12/30/2025,01/18/2026,,4.0,Medium,False,Design Revision,Low,121.8,Delay of 4 day(s) associated with design revision,Meena Pillai,30
T-1887,PRJ001,PRJ-SITE,Open,Site Preparation,Mechanical,12/25/2025,12/28/2025,,-3.0,Medium,False,None,Low,66.0,Completed 3 day(s) ahead of schedule,Arjun Desai,40
T-1888,PRJ096,PRJ-STR,On Hold,HVAC Installation,Grid A5,10/15/2025,11/04/2025,,2.0,Low,False,Labor Shortage,Low,103.8,Delay of 2 day(s) associated with labor shortage,Lakshmi Iyer,40
T-1889,PRJ010,PRJ-MEP,Open,Plumbing Work,Basement,06/20/2024,07/10/2024,,9.0,Low,False,Labor Shortage,High,112.0,Delay of 9 day(s) associated with labor shortage,Rajan Mehta,40
T-1890,PRJ036,PRJ-ARC,Open,Flooring Work,Mechanical,03/09/2024,03/28/2024,,-3.0,Medium,False,None,Medium,73.1,Completed 3 day(s) ahead of schedule,Asha Verma,40
T-1891,PRJ010,PRJ-SITE,Open,Electrical Installation,Lobby,10/23/2025,11/12/2025,,-1.0,Medium,False,None,Low,68.7,Completed 1 day(s) ahead of schedule,Dev Kapoor,40
T-1892,PRJ037,PRJ-STR,On Hold,Structural Installation,South Facade,11/04/2025,11/29/2025,,10.0,High,False,Approval Delay,Medium,65.1,Delay of 10 day(s) associated with approval delay,Priya Nair,40
T-1893,PRJ062,PRJ-SITE,Closed,Electrical Installation,Lobby,07/22/2024,07/26/2024,07/27/2024,1.0,Low,True,Crane Breakdown,Medium,67.3,Delay of 1 day(s) associated with crane breakdown,Suresh Kumar,40
T-1894,PRJ009,PRJ-STR,Closed,Concrete Work,Roof,01/14/2024,01/21/2024,01/18/2024,-3.0,Low,False,None,Low,100.6,Completed 3 day(s) ahead of schedule,Meena Pillai,30
T-1895,PRJ053,PRJ-STR,On Hold,Flooring Work,Grid A5,04/17/2025,04/28/2025,,2.0,High,False,Crane Breakdown,Low,81.9,Delay of 2 day(s) associated with crane breakdown,Arjun Desai,40
T-1896,PRJ078,PRJ-SITE,Open,Structural Installation,South Facade,02/25/2024,03/18/2024,,-4.0,High,False,None,Low,82.1,Completed 4 day(s) ahead of schedule,Lakshmi Iyer,40
T-1897,PRJ046,PRJ-ARC,On Hold,HVAC Installation,South Facade,01/30/2024,02/26/2024,,-2.0,Medium,False,None,Medium,41.2,Completed 2 day(s) ahead of schedule,Rajan Mehta,40
T-1898,PRJ012,PRJ-SITE,Open,Electrical Installation,Grid A5,11/15/2025,12/13/2025,,-1.0,Low,False,None,Low,46.0,Completed 1 day(s) ahead of schedule,Asha Verma,40
T-1899,PRJ070,PRJ-ARC,Closed,Concrete Work,Grid A5,12/27/2024,01/15/2025,01/20/2025,5.0,Low,True,Crane Breakdown,Low,139.3,Delay of 5 day(s) associated with crane breakdown,Dev Kapoor,40
T-1900,PRJ019,PRJ-ARC,In Progress,Underground Utilities,West Yard,03/22/2024,04/05/2024,,-2.0,Medium,False,None,Low,69.7,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1901,PRJ002,PRJ-MEP,In Progress,Concrete Work,South Facade,04/22/2025,05/06/2025,,-1.0,Medium,False,None,Medium,51.8,Completed 1 day(s) ahead of schedule,Suresh Kumar,40
T-1902,PRJ044,PRJ-MEP,On Hold,Plumbing Work,Lobby,09/26/2024,09/30/2024,,0.0,Medium,False,None,Low,117.9,Completed on schedule,Meena Pillai,30
T-1903,PRJ028,PRJ-MEP,Open,HVAC Installation,Lobby,01/26/2025,02/11/2025,,4.0,Low,False,Material Delay,High,83.5,Delay of 4 day(s) associated with material delay,Arjun Desai,40
T-1904,PRJ003,PRJ-INT,On Hold,Painting and Finishes,Roof,10/18/2025,11/04/2025,,0.0,Medium,False,None,Low,92.3,Completed on schedule,Lakshmi Iyer,40
T-1905,PRJ078,PRJ-SITE,In Progress,Site Preparation,North Wing,06/22/2024,06/30/2024,,-3.0,High,False,None,Medium,70.9,Completed 3 day(s) ahead of schedule,Rajan Mehta,40
T-1906,PRJ060,PRJ-INT,Closed,Electrical Installation,West Yard,04/16/2025,05/10/2025,05/15/2025,5.0,Medium,True,Equipment Failure,Medium,65.4,Delay of 5 day(s) associated with equipment failure,Asha Verma,40
T-1907,PRJ091,PRJ-ARC,On Hold,Concrete Work,Roof,08/27/2025,09/21/2025,,5.0,Medium,False,Equipment Failure,Medium,69.9,Delay of 5 day(s) associated with equipment failure,Dev Kapoor,40
T-1908,PRJ049,PRJ-ARC,Open,Site Preparation,Grid A5,11/05/2024,11/16/2024,,-2.0,Low,False,None,Low,33.5,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1909,PRJ044,PRJ-MEP,On Hold,Underground Utilities,North Wing,12/09/2025,01/06/2026,,10.0,Medium,False,Design Revision,High,72.4,Delay of 10 day(s) associated with design revision,Suresh Kumar,40
T-1910,PRJ085,PRJ-ARC,In Progress,Structural Installation,Roof,11/23/2024,11/28/2024,,7.0,Medium,False,Equipment Failure,High,83.9,Delay of 7 day(s) associated with equipment failure,Meena Pillai,30
T-1911,PRJ009,PRJ-STR,Closed,Site Preparation,Lobby,12/01/2024,12/29/2024,12/27/2024,-2.0,High,False,None,Low,130.5,Completed 2 day(s) ahead of schedule,Arjun Desai,40
T-1912,PRJ037,PRJ-INT,Open,Electrical Installation,West Yard,10/07/2025,10/31/2025,,-2.0,High,False,None,Low,77.6,Completed 2 day(s) ahead of schedule,Lakshmi Iyer,40
T-1913,PRJ080,PRJ-MEP,In Progress,Painting and Finishes,Roof,04/09/2025,04/18/2025,,-0.0,High,False,None,High,15.0,Completed on schedule,Rajan Mehta,40
T-1914,PRJ030,PRJ-INT,Closed,Electrical Installation,West Yard,09/26/2025,10/17/2025,10/17/2025,0.0,High,False,None,Medium,72.2,Completed on schedule,Asha Verma,40
T-1915,PRJ089,PRJ-SITE,In Progress,Structural Installation,Lobby,07/31/2025,08/11/2025,,3.0,High,False,Equipment Failure,Low,157.2,Delay of 3 day(s) associated with equipment failure,Dev Kapoor,40
T-1916,PRJ029,PRJ-SITE,Open,HVAC Installation,North Wing,06/04/2025,06/29/2025,,-3.0,High,False,None,Low,101.0,Completed 3 day(s) ahead of schedule,Priya Nair,40
T-1917,PRJ042,PRJ-ARC,Open,Curtain Wall Installation,Roof,06/25/2024,07/02/2024,,-4.0,Low,False,None,Medium,50.7,Completed 4 day(s) ahead of schedule,Suresh Kumar,40
T-1918,PRJ090,PRJ-INT,Closed,Underground Utilities,Grid A5,10/18/2024,10/27/2024,10/29/2024,2.0,Low,True,Design Revision,Medium,92.7,Delay of 2 day(s) associated with design revision,Meena Pillai,30
T-1919,PRJ025,PRJ-STR,Open,Electrical Installation,West Yard,09/23/2025,10/04/2025,,-1.0,Medium,False,None,Medium,52.7,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1920,PRJ097,PRJ-ARC,Closed,Concrete Work,West Yard,03/25/2025,04/02/2025,03/28/2025,-5.0,Medium,False,None,High,34.4,Completed 5 day(s) ahead of schedule,Lakshmi Iyer,40
T-1921,PRJ005,PRJ-SITE,On Hold,Curtain Wall Installation,Mechanical,07/23/2024,08/04/2024,,6.0,Low,False,Equipment Failure,Medium,64.5,Delay of 6 day(s) associated with equipment failure,Rajan Mehta,40
T-1922,PRJ027,PRJ-MEP,Open,Plumbing Work,Grid A5,08/26/2024,09/14/2024,,0.0,High,False,None,Low,77.7,Completed on schedule,Asha Verma,40
T-1923,PRJ060,PRJ-SITE,Open,Site Preparation,Grid A5,07/20/2025,08/09/2025,,6.0,Medium,False,Material Delay,Medium,18.8,Delay of 6 day(s) associated with material delay,Dev Kapoor,40
T-1924,PRJ060,PRJ-SITE,Closed,Plumbing Work,Roof,05/10/2024,05/28/2024,05/22/2024,-6.0,Medium,False,None,Low,40.5,Completed 6 day(s) ahead of schedule,Priya Nair,40
T-1925,PRJ091,PRJ-MEP,Open,HVAC Installation,Roof,03/22/2024,03/30/2024,,-3.0,Low,False,None,Low,75.3,Completed 3 day(s) ahead of schedule,Suresh Kumar,40
T-1926,PRJ096,PRJ-INT,In Progress,Flooring Work,South Facade,07/12/2025,07/20/2025,,-5.0,Medium,False,None,Low,62.8,Completed 5 day(s) ahead of schedule,Meena Pillai,30
T-1927,PRJ068,PRJ-STR,Closed,HVAC Installation,Basement,07/29/2024,08/26/2024,08/25/2024,-1.0,Low,False,None,Low,86.8,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1928,PRJ066,PRJ-ARC,In Progress,Underground Utilities,Basement,07/12/2025,07/22/2025,,-1.0,High,False,None,Medium,38.6,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1929,PRJ032,PRJ-MEP,In Progress,Flooring Work,North Wing,01/24/2025,01/29/2025,,-3.0,Medium,False,None,Low,96.4,Completed 3 day(s) ahead of schedule,Rajan Mehta,40
T-1930,PRJ081,PRJ-STR,Closed,HVAC Installation,West Yard,12/29/2025,01/13/2026,01/11/2026,-2.0,Medium,False,None,Medium,39.5,Completed 2 day(s) ahead of schedule,Asha Verma,40
T-1931,PRJ065,PRJ-STR,In Progress,Structural Installation,Basement,01/18/2025,01/21/2025,,-3.0,Medium,False,None,Medium,124.3,Completed 3 day(s) ahead of schedule,Dev Kapoor,40
T-1932,PRJ003,PRJ-SITE,Open,Concrete Work,West Yard,09/25/2025,10/07/2025,,1.0,Medium,False,Crane Breakdown,Medium,23.5,Delay of 1 day(s) associated with crane breakdown,Priya Nair,40
T-1933,PRJ084,PRJ-INT,In Progress,Plumbing Work,Basement,09/12/2025,10/08/2025,,-3.0,Medium,False,None,Medium,42.2,Completed 3 day(s) ahead of schedule,Suresh Kumar,40
T-1934,PRJ036,PRJ-INT,Closed,Painting and Finishes,Basement,06/03/2024,06/13/2024,06/15/2024,2.0,High,True,Material Delay,High,87.5,Delay of 2 day(s) associated with material delay,Meena Pillai,30
T-1935,PRJ048,PRJ-ARC,Closed,Curtain Wall Installation,Lobby,12/28/2025,01/19/2026,01/16/2026,-3.0,High,False,None,Medium,124.9,Completed 3 day(s) ahead of schedule,Arjun Desai,40
T-1936,PRJ049,PRJ-INT,In Progress,HVAC Installation,North Wing,06/28/2025,07/14/2025,,-2.0,Low,False,None,Low,84.5,Completed 2 day(s) ahead of schedule,Lakshmi Iyer,40
T-1937,PRJ082,PRJ-SITE,In Progress,Site Preparation,North Wing,03/19/2024,03/31/2024,,0.0,High,False,None,Medium,91.9,Completed on schedule,Rajan Mehta,40
T-1938,PRJ027,PRJ-ARC,Open,Site Preparation,Roof,01/05/2024,01/26/2024,,1.0,Low,False,Approval Delay,Medium,75.5,Delay of 1 day(s) associated with approval delay,Asha Verma,40
T-1939,PRJ040,PRJ-INT,Open,Flooring Work,Mechanical,07/17/2024,08/05/2024,,-3.0,High,False,None,Low,44.2,Completed 3 day(s) ahead of schedule,Dev Kapoor,40
T-1940,PRJ004,PRJ-INT,Open,Underground Utilities,Roof,01/12/2024,01/23/2024,,2.0,Low,False,Equipment Failure,Low,60.3,Delay of 2 day(s) associated with equipment failure,Priya Nair,40
